id,url,base_name,tld,category
195595,http://www.sunion.warwick.ac.uk/brass/,warwick,ac.uk,arts
1086616,http://physics.open.ac.uk/~ajnorton,open,ac.uk,science
1082828,http://people.maths.ox.ac.uk/~lackenby/workshop.html,ox,ac.uk,science
717756,http://www.mcrc.manchester.ac.uk,manchester,ac.uk,health
1085611,http://www.damtp.cam.ac.uk/,cam,ac.uk,science
962579,http://users.ox.ac.uk/~gliding/,ox,ac.uk,reference
1052471,http://www.chem.bham.ac.uk/,bham,ac.uk,science
1000367,http://xavier.bangor.ac.uk,bangor,ac.uk,reference
96289,http://extra.shu.ac.uk/emls/04-1/rev_bly3.html,shu,ac.uk,arts
1061120,http://www.mba.ac.uk/jmba.php,mba,ac.uk,science
1060972,http://www.sams.ac.uk/,sams,ac.uk,science
1443655,http://philtar.ucsm.ac.uk/encyclopedia/islam/shia/,ucsm,ac.uk,society
1105666,http://www.lse.ac.uk/library/,lse,ac.uk,science
1049372,http://www.hull.ac.uk/php/abspjl/pjlhp/microbiol.html,hull,ac.uk,science
1380089,http://www.soton.ac.uk/~cathsoc/,soton,ac.uk,society
533359,http://www.inf.ed.ac.uk/,ed,ac.uk,computers
1073624,http://www.maths.warwick.ac.uk/research/research_areas/algebra.html,warwick,ac.uk,science
534619,http://www.cl.cam.ac.uk/~mr10/,cam,ac.uk,computers
1514671,http://www.bris.ac.uk/depts/union/aikido/,bris,ac.uk,sports
1114693,http://www.ee.surrey.ac.uk/people/d.jefferies/,surrey,ac.uk,science
1069852,http://www.leeds.ac.uk/media/current/extinction.htm,leeds,ac.uk,science
67225,http://www.sussex.ac.uk/arthistory/,sussex,ac.uk,arts
1104246,http://www.phon.ucl.ac.uk/home/johnm/sid/sidhome.htm,ucl,ac.uk,science
962026,http://www1.uea.ac.uk/cm/home/schools/sci/cap,uea,ac.uk,reference
533318,http://www.cs.kent.ac.uk/research/groups/iss/,kent,ac.uk,computers
963888,http://www.aber.ac.uk/smba/,aber,ac.uk,reference
1090921,http://www.arch.soton.ac.uk/people/default.asp?staff=dale,soton,ac.uk,science
1076029,http://ltsn.mathstore.ac.uk/workshops/induction2004/index.shtml,mathstore,ac.uk,science
54024,http://www.dur.ac.uk/classics/,dur,ac.uk,arts
49682,http://www.brunel.ac.uk/about/history/ikb,brunel,ac.uk,arts
963122,http://www.dur.ac.uk/engineering/,dur,ac.uk,reference
1340122,http://www.bris.ac.uk/philosophy/,bris,ac.uk,society
1055276,http://www.newi.ac.uk/buckleyc/bonding.htm,newi,ac.uk,science
1087255,http://www.maths.qmw.ac.uk/hyperspace/,qmw,ac.uk,science
962321,http://www.nottingham.ac.uk/iwho/,nottingham,ac.uk,reference
183016,http://sites.scran.ac.uk/jmhenderson/,scran,ac.uk,arts
533292,http://web.comlab.ox.ac.uk/,ox,ac.uk,computers
54033,http://www.arch-ant.bham.ac.uk/classics/index.htm,bham,ac.uk,arts
1112344,http://www.lboro.ac.uk/departments/cg/,lboro,ac.uk,science
962228,http://www.materials.manchester.ac.uk/,manchester,ac.uk,reference
530629,http://www.dcs.gla.ac.uk/~rod/,gla,ac.uk,computers
67971,http://www.sussex.ac.uk/langc/efl.html,sussex,ac.uk,arts
96300,http://extra.shu.ac.uk/emls/03-3/rev_bun.html,shu,ac.uk,arts
1078207,http://www.dur.ac.uk/bob.johnson/,dur,ac.uk,science
1052494,http://www.shef.ac.uk/chemistry/,shef,ac.uk,science
963070,http://www.uwe.ac.uk/cems/,uwe,ac.uk,reference
1085695,http://www.secamlocal.ex.ac.uk/~mwatkins/zeta/cohen.htm,ex,ac.uk,science
1056992,http://www.chem.leeds.ac.uk/atmospheric/intro.html,leeds,ac.uk,science
1109270,http://qb.soc.surrey.ac.uk/,surrey,ac.uk,science
1112346,http://www.eng.bham.ac.uk/chemical/,bham,ac.uk,science
598420,http://www.cs.kent.ac.uk/pubs/1995/209/,kent,ac.uk,computers
1074570,http://www.bath.ac.uk/cmb/,bath,ac.uk,science
866895,http://www.liv.ac.uk/~mhbarker/coins.html,liv,ac.uk,recreation
963194,http://www.stmarys-belfast.ac.uk/,stmarys-belfast,ac.uk,reference
960841,http://www.lancs.ac.uk/socs/compsoc/,lancs,ac.uk,reference
1056604,http://www-abell.ch.cam.ac.uk/,cam,ac.uk,science
963755,http://www.strath.ac.uk/comms/publications/,strath,ac.uk,reference
960778,http://www.lums.lancs.ac.uk/leadership/,lancs,ac.uk,reference
1074409,http://www.ma.hw.ac.uk/iciam99/,hw,ac.uk,science
1087500,http://www-history.mcs.st-andrews.ac.uk/~history/biographies/lorentz.html,st-andrews,ac.uk,science
94679,http://extra.shu.ac.uk/emls/si-07/pebworth.htm,shu,ac.uk,arts
961693,http://www.botanic.cam.ac.uk/,cam,ac.uk,reference
50450,http://www.aaschool.ac.uk/,aaschool,ac.uk,arts
963905,http://www.bangor.ac.uk/,bangor,ac.uk,reference
1051593,http://www.gla.ac.uk/ibls/nbs/nbsstaff/smackay/smackay.html,gla,ac.uk,science
963121,http://www.dur.ac.uk/classics/,dur,ac.uk,reference
1080283,http://www.maths.gla.ac.uk/research/preprints/,gla,ac.uk,science
963234,http://www.open.ac.uk/disability/pages/common/index.php,open,ac.uk,reference
1243015,http://www.shu.ac.uk/history/,shu,ac.uk,society
962934,http://www.radio.warwick.ac.uk/,warwick,ac.uk,reference
1073843,http://www.maths.warwick.ac.uk/research/research_areas/analysis.html,warwick,ac.uk,science
1336834,http://extra.shu.ac.uk/iowme/index.html,shu,ac.uk,society
1100031,http://www.leeds.ac.uk/linguistics/,leeds,ac.uk,science
1019893,http://www.nmm.ac.uk/server/show/conwebdoc.456,nmm,ac.uk,science
1047406,http://www.marlin.ac.uk/species/laminariaochroleuca.htm,marlin,ac.uk,science
1109394,http://www.mmu.ac.uk/h-ss/sis/,mmu,ac.uk,science
78815,http://www.sussex.ac.uk/library/speccoll/collection_introductions/kipling.html,sussex,ac.uk,arts
1077265,http://www.dcs.ed.ac.uk/home/lego/,ed,ac.uk,science
960802,http://www.comp.lancs.ac.uk,lancs,ac.uk,reference
1095121,http://www.stir.ac.uk/departments/humansciences/psychology/,stir,ac.uk,science
755530,http://www.qmu.ac.uk/,qmu,ac.uk,health
710302,http://www.medicine.ox.ac.uk/bandolier/booth/booths/altmed.html,ox,ac.uk,health
1089817,http://lucy.ukc.ac.uk/ethnoatlas/hmar/cult_dir/culture.7837,ukc,ac.uk,science
962087,http://webprod2.leeds.ac.uk/campusmap/index.asp,leeds,ac.uk,reference
1047557,http://www.ucl.ac.uk/geolsci/micropal/calcnanno.html,ucl,ac.uk,science
961677,http://www.esc.cam.ac.uk/,cam,ac.uk,reference
1047421,http://www.marlin.ac.uk/species/colpomeniaperegrina.htm,marlin,ac.uk,science
1012028,http://www.data-archive.ac.uk/search/hassetsearch.asp,data-archive,ac.uk,reference
1454518,http://philtar.ucsm.ac.uk/encyclopedia/taoism/lieh.html,ucsm,ac.uk,society
1335044,http://www.genesis.ac.uk/,genesis,ac.uk,society
1104824,http://www.abdn.ac.uk/pir/,abdn,ac.uk,science
91248,http://www.english.cam.ac.uk/ceres/ehoc/,cam,ac.uk,arts
819981,http://www-groups.dcs.st-and.ac.uk/~history/biographies/kepler.html,st-and,ac.uk,kids
963115,http://www.dur.ac.uk/hatfield.college/,dur,ac.uk,reference
1097932,http://www.swan.ac.uk/economics/dpapers/2004/0402.pdf,swan,ac.uk,science
534442,http://www.cl.cam.ac.uk/~jmb25/,cam,ac.uk,computers
512569,http://www.vads.ahds.ac.uk/learning/designingbritain/html/ffs.html,ahds,ac.uk,business
963253,http://www.mcs.open.ac.uk,open,ac.uk,reference
1085613,http://www.maths.ed.ac.uk/nbmps/,ed,ac.uk,science
962913,http://www2.warwick.ac.uk/fac/arts/classics/,warwick,ac.uk,reference
1099805,http://www.englang.ed.ac.uk/mfm/12mfm.html,ed,ac.uk,science
1074488,http://www.inference.phy.cam.ac.uk/is/,cam,ac.uk,science
963308,http://www.sinrs.stir.ac.uk/,stir,ac.uk,reference
1080518,http://www.lms.ac.uk/newsletter/,lms,ac.uk,science
962077,http://www.hull.ac.uk/scarborough/,hull,ac.uk,reference
1063587,http://www.techxtra.ac.uk/onestepjobs/,techxtra,ac.uk,science
1022366,http://biop.ox.ac.uk/www/top.html,ox,ac.uk,science
1002557,http://www.w3c.rl.ac.uk/swad/thesaurus.html,rl,ac.uk,reference
1052486,http://www.ch.ic.ac.uk/,ic,ac.uk,science
962258,http://www.llc.manchester.ac.uk/subjects/splas/,manchester,ac.uk,reference
204778,http://www.liv.ac.uk/manxstudies/research/music/story_of_music.htm,liv,ac.uk,arts
853315,http://www.mds.qmw.ac.uk/csd/staff/david/david-mg.html,qmw,ac.uk,recreation
185575,http://www.merton.ac.uk/content.asp?co=30,merton,ac.uk,arts
961054,http://www.ncl-coll.ac.uk/,ncl-coll,ac.uk,reference
954023,http://hds.essex.ac.uk/g2gp/digitising_history/,essex,ac.uk,reference
963127,http://www.dur.ac.uk/anthropology/,dur,ac.uk,reference
1079485,http://www.damtp.cam.ac.uk/user/na/partiiiat/at.html,cam,ac.uk,science
1543048,http://www-football.ch.cam.ac.uk/,cam,ac.uk,sports
695533,http://www.medphys.ucl.ac.uk/~martins/orbit/orbit.html,ucl,ac.uk,games
1556330,http://www.atm.ox.ac.uk/rowing/physics/,ox,ac.uk,sports
601134,http://www.cl.cam.ac.uk/~mr10/mcpl.html,cam,ac.uk,computers
960659,http://www.dearne-coll.ac.uk/,dearne-coll,ac.uk,reference
960774,http://www.lums.lancs.ac.uk/employers/,lancs,ac.uk,reference
530627,http://www.dcs.shef.ac.uk/~neil,shef,ac.uk,computers
1508285,http://www.bugs.bham.ac.uk/gymnastics,bham,ac.uk,sports
534606,http://www.cl.cam.ac.uk/~lp15/,cam,ac.uk,computers
118456,http://www-users.cs.york.ac.uk/~susan/sf/films/dredd.htm,york,ac.uk,arts
1073490,http://www.mrao.cam.ac.uk/~clifford/publications/abstracts/chris_thesis.html,cam,ac.uk,science
1078044,http://www-history.mcs.st-andrews.ac.uk/biographies/bessel.html,st-andrews,ac.uk,science
1099823,http://www.englang.ed.ac.uk/mfm/16mfm.html,ed,ac.uk,science
1438410,http://www.freemasonry.dept.shef.ac.uk/,shef,ac.uk,society
1097139,http://www.warwick.ac.uk/ier/,warwick,ac.uk,science
534439,http://homepages.inf.ed.ac.uk/jcb/,ed,ac.uk,computers
195025,http://www.le.ac.uk/music/html/cho_orc_band.html,le,ac.uk,arts
77099,http://homes.ukoln.ac.uk/~lispjh/graves/index.html,ukoln,ac.uk,arts
1047358,http://www.biology.ed.ac.uk/research/groups/jdeacon/microbes/oligand.htm#top,ed,ac.uk,science
1345229,http://www.cs.bris.ac.uk/~flach/conjectures/,bris,ac.uk,society
645909,http://xavier.bangor.ac.uk,bangor,ac.uk,computers
1409858,http://www.brookes.ac.uk/schools/education/wco/!,brookes,ac.uk,society
963557,http://www.arthistory.ed.ac.uk/,ed,ac.uk,reference
1079072,http://www.maths.bris.ac.uk/~mancs/,bris,ac.uk,science
624422,http://www.dcs.gla.ac.uk/keith/preface.html,gla,ac.uk,computers
961497,http://www.cam.ac.uk/admissions/undergraduate/colleges/kings/,cam,ac.uk,reference
74228,http://www.newi.ac.uk/rdover/blake/,newi,ac.uk,arts
533297,http://www.dcs.qmw.ac.uk/,qmw,ac.uk,computers
962760,http://www.astro.group.shef.ac.uk/,shef,ac.uk,reference
533351,http://www.lboro.ac.uk/departments/co/,lboro,ac.uk,computers
963544,http://www.trg.ed.ac.uk/,ed,ac.uk,reference
963938,http://www.swan.ac.uk/economics/,swan,ac.uk,reference
1051108,http://www.zoo.cam.ac.uk/ioz/index.htm,cam,ac.uk,science
1078026,http://www-history.mcs.st-andrews.ac.uk/biographies/abel.html,st-andrews,ac.uk,science
1014812,http://www.biology.ed.ac.uk/research/groups/jdeacon/microbes/crown.htm,ed,ac.uk,science
1421591,http://www.sarum.ac.uk/,sarum,ac.uk,society
960715,http://www.kensingtoncoll.ac.uk/,kensingtoncoll,ac.uk,reference
1061957,http://internt.nhm.ac.uk/jdsml/nature-online/earthlab/specimen/fossil.dsml?name=archaeocidaris%20urii&amp;panel=6&amp;row=a&amp;column=7,nhm,ac.uk,science
594018,http://star-www.rl.ac.uk/,rl,ac.uk,computers
1056010,http://www.chem.ox.ac.uk/oc/sgdavies/,ox,ac.uk,science
961989,http://www.sp.phy.cam.ac.uk/,cam,ac.uk,reference
1077737,http://www.cl.cam.ac.uk/~gw104/,cam,ac.uk,science
544749,http://wotug.kent.ac.uk/parallel/internet/usenet/comp.sys.transputer/articles/,kent,ac.uk,computers
1090633,http://www.petrie.ucl.ac.uk/,ucl,ac.uk,science
1053548,http://www.ch.cam.ac.uk/c2k/cj/comp.html,cam,ac.uk,science
740753,http://www.abdn.ac.uk/dugaldbairdcentre,abdn,ac.uk,health
1049215,http://www.bbsrc.ac.uk/funding/,bbsrc,ac.uk,science
1248617,http://www.history.ac.uk/eseminars/sem24.html,history,ac.uk,society
1341901,http://rylibweb.man.ac.uk/specialcollections/collections/guide/atoz/alexander/,man,ac.uk,society
1027300,http://www.nhm.ac.uk/research-curation/projects/hostplants/,nhm,ac.uk,science
1040284,http://www.biology.ed.ac.uk/research/groups/jdeacon/desertecology/choimag2.htm#top,ed,ac.uk,science
716826,http://www.ich.ucl.ac.uk/factsheets/families/f000279/index.html,ucl,ac.uk,health
961952,http://www.cbr.cam.ac.uk/,cam,ac.uk,reference
1075938,http://www-maths.mcs.st-and.ac.uk/~smc/,st-and,ac.uk,science
715634,http://www.marlab.ac.uk/delivery/standalonecm.aspx?contentid=673,marlab,ac.uk,health
1074372,http://www.maths.bath.ac.uk/mathematics/co.html,bath,ac.uk,science
1247197,http://www.newton.ac.uk/egypt/,newton,ac.uk,society
1055615,http://www.chem.leeds.ac.uk/boronweb/miclon/nmrpage.htm,leeds,ac.uk,science
962059,http://www.gre.ac.uk/schools/humanities/,gre,ac.uk,reference
962548,http://users.ox.ac.uk/~labclub/,ox,ac.uk,reference
960530,http://www.bca.ac.uk/,bca,ac.uk,reference
1047397,http://www.marlin.ac.uk/species/fucusspiralis.htm,marlin,ac.uk,science
1077173,http://www-groups.dcs.st-andrews.ac.uk/~history/mathematicians/gauss.html,st-andrews,ac.uk,science
1079237,http://www-groups.dcs.st-and.ac.uk/~history/mathematicians/mersenne.html,st-and,ac.uk,science
1032837,http://www.jiscmail.ac.uk/cgi-bin/filearea.cgi?lmgt1=porifera/,jiscmail,ac.uk,science
530729,http://www.ncrg.aston.ac.uk/netlab/,aston,ac.uk,computers
1544943,http://www.people.ex.ac.uk/arames/east.htm,ex,ac.uk,sports
1021077,http://www.biochem.ucl.ac.uk/bsm/xtal/teach/repl/rt.html,ucl,ac.uk,science
962484,http://www.clinpharm.ox.ac.uk/,ox,ac.uk,reference
642548,http://www.phon.ucl.ac.uk/home/wells/cassette.htm,ucl,ac.uk,computers
720670,http://www.rcsed.ac.uk/journal/vol43_1/4310010.htm,rcsed,ac.uk,health
96096,http://extra.shu.ac.uk/emls/08-3/rothrev.htm,shu,ac.uk,arts
1030509,http://www.nhc.ed.ac.uk/index.php?page=24.134.165,ed,ac.uk,science
904131,http://www.union.ic.ac.uk/rcc/underwater/,ic,ac.uk,recreation
962476,http://www.philosophy.ox.ac.uk/,ox,ac.uk,reference
1341455,http://www.ucl.ac.uk/~uctytho/dfwintroindex.htm,ucl,ac.uk,society
962677,http://www.reading.ac.uk/pcls/,reading,ac.uk,reference
960807,http://www.lancs.ac.uk/sci-tech/,lancs,ac.uk,reference
533379,http://www.esd.ecs.soton.ac.uk/,soton,ac.uk,computers
266437,http://www.ge.ucl.ac.uk/~jmorley/gold_channel.html,ucl,ac.uk,arts
961983,http://www.mrao.cam.ac.uk/,cam,ac.uk,reference
1090559,http://www.arch.cam.ac.uk/~mkj12/,cam,ac.uk,science
962205,http://www.cmr.ucl.ac.uk,ucl,ac.uk,reference
529490,http://www.dcs.st-and.ac.uk/~sal/,st-and,ac.uk,computers
1112643,http://www.civ.hw.ac.uk/,hw,ac.uk,science
276529,http://cain.ulst.ac.uk/bogsideartists,ulst,ac.uk,arts
594062,http://www.star.le.ac.uk/~cgp/match_wild.f,le,ac.uk,computers
961263,http://www.eng.brad.ac.uk/,brad,ac.uk,reference
1079789,http://www.maths.ed.ac.uk/ormsc/,ed,ac.uk,science
960625,http://www.cranfield.ac.uk/students/life,cranfield,ac.uk,reference
533311,http://www.cs.kent.ac.uk/,kent,ac.uk,computers
1004549,http://www.ukoln.ac.uk/metadata/resources/dc/datamodel/wd-dc-rdf/,ukoln,ac.uk,reference
1062265,http://www.gla.ac.uk/~gxha14/,gla,ac.uk,science
1344432,http://www.cogsci.ecs.soton.ac.uk/cgi/psyc/newpsy?12.060,soton,ac.uk,society
963240,http://www.open.ac.uk/socialsciences/,open,ac.uk,reference
1262508,http://www.abdn.ac.uk/mammal/,abdn,ac.uk,society
1111250,http://www-history.mcs.st-andrews.ac.uk/history/biographies/rayleigh.html,st-andrews,ac.uk,science
963829,http://www.cardiff.ac.uk/research/,cardiff,ac.uk,reference
1101200,http://www.soas.ac.uk/linguistics/events/previous-events/wafl/,soas,ac.uk,science
963561,http://www.eusa.ed.ac.uk/,ed,ac.uk,reference
1087122,http://www.damtp.cam.ac.uk/user/gr/public/qg_home.html,cam,ac.uk,science
1060961,http://www.sos.bangor.ac.uk/,bangor,ac.uk,science
1366076,http://www.gsm.cam.ac.uk,cam,ac.uk,society
1109411,http://www.hull.ac.uk/cass/,hull,ac.uk,science
1012558,http://www.uclan.ac.uk/scitech/earthworm_research/,uclan,ac.uk,science
960601,http://www.cornwall.ac.uk/cc/index.php?page=_news,cornwall,ac.uk,reference
962231,http://www.jodrellbank.manchester.ac.uk/,manchester,ac.uk,reference
1252500,http://www.nmm.ac.uk/server/show/conwebdoc.137,nmm,ac.uk,society
593775,http://www.jiscmail.ac.uk/lists/comp-fortran-90.html,jiscmail,ac.uk,computers
1556519,http://www.dur.ac.uk/collingwood.boatclub/,dur,ac.uk,sports
1091540,http://www.britarch.ac.uk/spma/,britarch,ac.uk,science
962408,http://www.some.ox.ac.uk/,ox,ac.uk,reference
1018353,http://www-groups.dcs.st-and.ac.uk/~history/histtopics/orbits.html,st-and,ac.uk,science
512535,http://www.textileconservationcentre.soton.ac.uk/,soton,ac.uk,business
1109398,http://www.bbk.ac.uk/polsoc/,bbk,ac.uk,science
960566,http://www.bcu.ac.uk/,bcu,ac.uk,reference
740501,http://prospectus.lmu.ac.uk/main/detail.htm?&amp;p=35&amp;course_id=3795&amp;attendance=1,lmu,ac.uk,health
1113546,http://www.tech.plym.ac.uk/see/research/cdma/index.html,plym,ac.uk,science
583814,http://www.music.qub.ac.uk/~tomita/bach-mf.html,qub,ac.uk,computers
1086111,http://www.irfilters.reading.ac.uk/,reading,ac.uk,science
1022048,http://www.sbg.bio.ic.ac.uk/phyre/,ic,ac.uk,science
961033,http://www.hlss.mmu.ac.uk/history/,mmu,ac.uk,reference
464909,http://www.centres.ex.ac.uk/cls/,ex,ac.uk,business
1048756,http://www.darwinproject.ac.uk/,darwinproject,ac.uk,science
963752,http://www.strath.ac.uk/students/sutsa/,strath,ac.uk,reference
732711,http://www.le.ac.uk/sm/le/,le,ac.uk,health
1087509,http://www-groups.dcs.st-and.ac.uk/~history/biographies/fitzgerald.html,st-and,ac.uk,science
1094097,http://intarch.ac.uk/journal/issue2/daniels_toc.html,intarch,ac.uk,science
1003997,http://www.uklibrariesplus.ac.uk/,uklibrariesplus,ac.uk,reference
1061577,http://www.nhm.ac.uk/nature-online/earth/fossils/dna-amber/,nhm,ac.uk,science
963677,http://www.strath.ac.uk/eps/,strath,ac.uk,reference
1093207,http://web.arch.ox.ac.uk/~scep/,ox,ac.uk,science
1104834,http://www.city.londonmet.ac.uk/politics/,londonmet,ac.uk,science
1051213,http://www.bath.ac.uk/podcast/powerpoint/szekely_charterday2007.pdf,bath,ac.uk,science
827661,http://www.ace.mmu.ac.uk/kids/ozonehole.html,mmu,ac.uk,kids
1028289,http://www.ucl.ac.uk/taxome/jim/mim2/dendrobates.html,ucl,ac.uk,science
